"grade","prob","oper","op1","op2","op1type","op2type","opTypes","opSubTypes","op1val","op2val"
"5","42.19+8.8","+","42.19","8.8","decimal","decimal","rational","decimal",42.19,8.8
"5","16.74+5.34","+","16.74","5.34","decimal","decimal","rational","decimal",16.74,5.34
"5","27.58+83.9","+","27.58","83.9","decimal","decimal","rational","decimal",27.58,83.9
"5","4.23+6.51","+","4.23","6.51","decimal","decimal","rational","decimal",4.23,6.51
"5","6.8+4.2","+","6.8","4.2","decimal","decimal","rational","decimal",6.8,4.2
"5","2.7+5.37","+","2.7","5.37","decimal","decimal","rational","decimal",2.7,5.37
"5","6.8+4.4","+","6.8","4.4","decimal","decimal","rational","decimal",6.8,4.4
"5","6.87+5.18","+","6.87","5.18","decimal","decimal","rational","decimal",6.87,5.18
"5","3.14+2.9","+","3.14","2.9","decimal","decimal","rational","decimal",3.14,2.9
"5","16.18+5.94","+","16.18","5.94","decimal","decimal","rational","decimal",16.18,5.94
"5","5.83-2.18","-","5.83","2.18","decimal","decimal","rational","decimal",5.83,2.18
"5","4.45-1.86","-","4.45","1.86","decimal","decimal","rational","decimal",4.45,1.86
"5","4.03-2.25","-","4.03","2.25","decimal","decimal","rational","decimal",4.03,2.25
"5","0.70-0.43","-","0.70","0.43","decimal","decimal","rational","decimal",0.7,0.43
"5","13.2-8.04","-","13.2","8.04","decimal","decimal","rational","decimal",13.2,8.04
"5","15.8-9.67","-","15.8","9.67","decimal","decimal","rational","decimal",15.8,9.67
"5","8.42-5.14","-","8.42","5.14","decimal","decimal","rational","decimal",8.42,5.14
"5","16.46-13.87","-","16.46","13.87","decimal","decimal","rational","decimal",16.46,13.87
"5","34.27-17.51","-","34.27","17.51","decimal","decimal","rational","decimal",34.27,17.51
"5","15.83-11.45","-","15.83","11.45","decimal","decimal","rational","decimal",15.83,11.45
"5","12.74-10.54","-","12.74","10.54","decimal","decimal","rational","decimal",12.74,10.54
"5","48.21-13.65","-","48.21","13.65","decimal","decimal","rational","decimal",48.21,13.65
"5","4.23-2.51","-","4.23","2.51","decimal","decimal","rational","decimal",4.23,2.51
"5","8.6-5.1","-","8.6","5.1","decimal","decimal","rational","decimal",8.6,5.1
"5","2.71-1.34","-","2.71","1.34","decimal","decimal","rational","decimal",2.71,1.34
"5","16.3-4.4","-","16.3","4.4","decimal","decimal","rational","decimal",16.3,4.4
"5","12.56-5.18","-","12.56","5.18","decimal","decimal","rational","decimal",12.56,5.18
"5","11.63-6.7","-","11.63","6.7","decimal","decimal","rational","decimal",11.63,6.7
"5","5.24-2.14","-","5.24","2.14","decimal","decimal","rational","decimal",5.24,2.14
"5","284*36","*","284","36","whole","whole","whole","MD_whole",284,36
"5","8.31-7.44","-","8.31","7.44","decimal","decimal","rational","decimal",8.31,7.44
"5","4.19+0.58","+","4.19","0.58","decimal","decimal","rational","decimal",4.19,0.58
"5","9.99-4.1","-","9.99","4.1","decimal","decimal","rational","decimal",9.99,4.1
"5","28.6-9.84","-","28.6","9.84","decimal","decimal","rational","decimal",28.6,9.84
"5","15.79+32.81","+","15.79","32.81","decimal","decimal","rational","decimal",15.79,32.81
"5","38.44-25.86","-","38.44","25.86","decimal","decimal","rational","decimal",38.44,25.86
"5","18.39+7.56","+","18.39","7.56","decimal","decimal","rational","decimal",18.39,7.56
"5","8.22-4.39","-","8.22","4.39","decimal","decimal","rational","decimal",8.22,4.39
"5","93.6-79.84","-","93.6","79.84","decimal","decimal","rational","decimal",93.6,79.84
"5","27.96-16.2","-","27.96","16.2","decimal","decimal","rational","decimal",27.96,16.2
"5","12.63+15.04","+","12.63","15.04","decimal","decimal","rational","decimal",12.63,15.04
"5","9.24-2.68","-","9.24","2.68","decimal","decimal","rational","decimal",9.24,2.68
"5","18-3.55","-","18","3.55","whole","decimal","rational","decimal",18,3.55
"5","9.73-2.52","-","9.73","2.52","decimal","decimal","rational","decimal",9.73,2.52
"5","54.78+43.62","+","54.78","43.62","decimal","decimal","rational","decimal",54.78,43.62
"5","6.37-4.98","-","6.37","4.98","decimal","decimal","rational","decimal",6.37,4.98
"5","14.87+3.65","+","14.87","3.65","decimal","decimal","rational","decimal",14.87,3.65
"5","60.12-14.05","-","60.12","14.05","decimal","decimal","rational","decimal",60.12,14.05
"5","2.72+9.48","+","2.72","9.48","decimal","decimal","rational","decimal",2.72,9.48
"5","16.85+83.4","+","16.85","83.4","decimal","decimal","rational","decimal",16.85,83.4
"5","13.60-8.74","-","13.60","8.74","decimal","decimal","rational","decimal",13.6,8.74
"5","6.43+0.89","+","6.43","0.89","decimal","decimal","rational","decimal",6.43,0.89
"5","321*4","*","321","4","whole","whole","whole","MD_whole",321,4
"5","387*5","*","387","5","whole","whole","whole","MD_whole",387,5
"5","126*13","*","126","13","whole","whole","whole","MD_whole",126,13
"5","457*35","*","457","35","whole","whole","whole","MD_whole",457,35
"5","1*4.78","*","1","4.78","whole","decimal","rational","decimal",1,4.78
"5","10*4.78","*","10","4.78","whole","decimal","rational","decimal",10,4.78
"5","100*4.78","*","100","4.78","whole","decimal","rational","decimal",100,4.78
"5","1000*4.78","*","1000","4.78","whole","decimal","rational","decimal",1000,4.78
"5","38*1","*","38","1","whole","whole","whole","MD_whole",38,1
"5","38*0.1","*","38","0.1","whole","decimal","rational","decimal",38,0.1
"5","38*0.01","*","38","0.01","whole","decimal","rational","decimal",38,0.01
"5","1000*17.04","*","1000","17.04","whole","decimal","rational","decimal",1000,17.04
"5","1*3.19","*","1","3.19","whole","decimal","rational","decimal",1,3.19
"5","10*3.19","*","10","3.19","whole","decimal","rational","decimal",10,3.19
"5","100*3.19","*","100","3.19","whole","decimal","rational","decimal",100,3.19
"5","1000*3.19","*","1000","3.19","whole","decimal","rational","decimal",1000,3.19
"5","45.6*1","*","45.6","1","decimal","whole","rational","decimal",45.6,1
"5","45.6*10","*","45.6","10","decimal","whole","rational","decimal",45.6,10
"5","45.6*100","*","45.6","100","decimal","whole","rational","decimal",45.6,100
"5","45.6*1000","*","45.6","1000","decimal","whole","rational","decimal",45.6,1000
"5","1*6391","*","1","6391","whole","whole","whole","MD_whole",1,6391
"5","0.1*6391","*","0.1","6391","decimal","whole","rational","decimal",0.1,6391
"5","0.01*6391","*","0.01","6391","decimal","whole","rational","decimal",0.01,6391
"5","1*30","*","1","30","whole","whole","whole","MD_whole",1,30
"5","0.1*30","*","0.1","30","decimal","whole","rational","decimal",0.1,30
"5","0.01*30","*","0.01","30","decimal","whole","rational","decimal",0.01,30
"5","1*0.23","*","1","0.23","whole","decimal","rational","decimal",1,0.23
"5","10*0.23","*","10","0.23","whole","decimal","rational","decimal",10,0.23
"5","100*0.23","*","100","0.23","whole","decimal","rational","decimal",100,0.23
"5","1000*0.23","*","1000","0.23","whole","decimal","rational","decimal",1000,0.23
"5","390*1","*","390","1","whole","whole","whole","MD_whole",390,1
"5","390*0.1","*","390","0.1","whole","decimal","rational","decimal",390,0.1
"5","390*0.01","*","390","0.01","whole","decimal","rational","decimal",390,0.01
"5","1*5","*","1","5","whole","whole","whole","SD_whole",1,5
"5","0.1*5","*","0.1","5","decimal","whole","rational","decimal",0.1,5
"5","0.01*5","*","0.01","5","decimal","whole","rational","decimal",0.01,5
"5","1*9670","*","1","9670","whole","whole","whole","MD_whole",1,9670
"5","0.1*9670","*","0.1","9670","decimal","whole","rational","decimal",0.1,9670
"5","0.01*9670","*","0.01","9670","decimal","whole","rational","decimal",0.01,9670
"5","874*1","*","874","1","whole","whole","whole","MD_whole",874,1
"5","874*10","*","874","10","whole","whole","whole","MD_whole",874,10
"5","874*100","*","874","100","whole","whole","whole","MD_whole",874,100
"5","874*1000","*","874","1000","whole","whole","whole","MD_whole",874,1000
"5","1*10","*","1","10","whole","whole","whole","MD_whole",1,10
"5","10*10","*","10","10","whole","whole","whole","MD_whole",10,10
"5","100*10","*","100","10","whole","whole","whole","MD_whole",100,10
"5","1000*10","*","1000","10","whole","whole","whole","MD_whole",1000,10
"5","1*49.32","*","1","49.32","whole","decimal","rational","decimal",1,49.32
"5","10*49.32","*","10","49.32","whole","decimal","rational","decimal",10,49.32
"5","100*49.32","*","100","49.32","whole","decimal","rational","decimal",100,49.32
"5","1000*49.32","*","1000","49.32","whole","decimal","rational","decimal",1000,49.32
"5","2*0.38","*","2","0.38","whole","decimal","rational","decimal",2,0.38
"5","4*0.24","*","4","0.24","whole","decimal","rational","decimal",4,0.24
"5","3*0.62","*","3","0.62","whole","decimal","rational","decimal",3,0.62
"5","4*0.32","*","4","0.32","whole","decimal","rational","decimal",4,0.32
"5","3*0.27","*","3","0.27","whole","decimal","rational","decimal",3,0.27
"5","2*0.45","*","2","0.45","whole","decimal","rational","decimal",2,0.45
"5","2*0.8","*","2","0.8","whole","decimal","rational","decimal",2,0.8
"5","2*0.67","*","2","0.67","whole","decimal","rational","decimal",2,0.67
"5","5*0.71","*","5","0.71","whole","decimal","rational","decimal",5,0.71
"5","4*0.23","*","4","0.23","whole","decimal","rational","decimal",4,0.23
"5","6.32*3","*","6.32","3","decimal","whole","rational","decimal",6.32,3
"5","4.5*8","*","4.5","8","decimal","whole","rational","decimal",4.5,8
"5","40.7*5","*","40.7","5","decimal","whole","rational","decimal",40.7,5
"5","4.93*7","*","4.93","7","decimal","whole","rational","decimal",4.93,7
"5","8.2*6","*","8.2","6","decimal","whole","rational","decimal",8.2,6
"5","7.55*8","*","7.55","8","decimal","whole","rational","decimal",7.55,8
"5","8*7.2","*","8","7.2","whole","decimal","rational","decimal",8,7.2
"5","3*1.45","*","3","1.45","whole","decimal","rational","decimal",3,1.45
"5","9*8.6","*","9","8.6","whole","decimal","rational","decimal",9,8.6
"5","6*0.79","*","6","0.79","whole","decimal","rational","decimal",6,0.79
"5","4*9.3","*","4","9.3","whole","decimal","rational","decimal",4,9.3
"5","7*0.81","*","7","0.81","whole","decimal","rational","decimal",7,0.81
"5","6*2.08","*","6","2.08","whole","decimal","rational","decimal",6,2.08
"5","5*23.66","*","5","23.66","whole","decimal","rational","decimal",5,23.66
"5","9.8*6","*","9.8","6","decimal","whole","rational","decimal",9.8,6
"5","13.02*5","*","13.02","5","decimal","whole","rational","decimal",13.02,5
"5","8.42*9","*","8.42","9","decimal","whole","rational","decimal",8.42,9
"5","14.05*7","*","14.05","7","decimal","whole","rational","decimal",14.05,7
"5","23.82*5","*","23.82","5","decimal","whole","rational","decimal",23.82,5
"5","4*9.3","*","4","9.3","whole","decimal","rational","decimal",4,9.3
"5","3*7.9","*","3","7.9","whole","decimal","rational","decimal",3,7.9
"5","5*42.89","*","5","42.89","whole","decimal","rational","decimal",5,42.89
"5","8*2.6","*","8","2.6","whole","decimal","rational","decimal",8,2.6
"5","6*0.92","*","6","0.92","whole","decimal","rational","decimal",6,0.92
"5","9*1.04","*","9","1.04","whole","decimal","rational","decimal",9,1.04
"5","7*2.18","*","7","2.18","whole","decimal","rational","decimal",7,2.18
"5","3*19.54","*","3","19.54","whole","decimal","rational","decimal",3,19.54
"5","52*0.35","*","52","0.35","whole","decimal","rational","decimal",52,0.35
"5","16*9.18","*","16","9.18","whole","decimal","rational","decimal",16,9.18
"5","27*8.3","*","27","8.3","whole","decimal","rational","decimal",27,8.3
"5","18*8.7","*","18","8.7","whole","decimal","rational","decimal",18,8.7
"5","23*56.1","*","23","56.1","whole","decimal","rational","decimal",23,56.1
"5","47*5.92","*","47","5.92","whole","decimal","rational","decimal",47,5.92
"5","71*8.3","*","71","8.3","whole","decimal","rational","decimal",71,8.3
"5","28*0.19","*","28","0.19","whole","decimal","rational","decimal",28,0.19
"5","84*0.24","*","84","0.24","whole","decimal","rational","decimal",84,0.24
"5","13*0.53","*","13","0.53","whole","decimal","rational","decimal",13,0.53
"5","27*89.5","*","27","89.5","whole","decimal","rational","decimal",27,89.5
"5","32*12.71","*","32","12.71","whole","decimal","rational","decimal",32,12.71
"5","17*0.52","*","17","0.52","whole","decimal","rational","decimal",17,0.52
"5","23*59.8","*","23","59.8","whole","decimal","rational","decimal",23,59.8
"5","61*15.98","*","61","15.98","whole","decimal","rational","decimal",61,15.98
"5","1*3.6","*","1","3.6","whole","decimal","rational","decimal",1,3.6
"5","10*3.6","*","10","3.6","whole","decimal","rational","decimal",10,3.6
"5","100*3.6","*","100","3.6","whole","decimal","rational","decimal",100,3.6
"5","1000*3.6","*","1000","3.6","whole","decimal","rational","decimal",1000,3.6
"5","1*17.55","*","1","17.55","whole","decimal","rational","decimal",1,17.55
"5","10*17.55","*","10","17.55","whole","decimal","rational","decimal",10,17.55
"5","100*17.55","*","100","17.55","whole","decimal","rational","decimal",100,17.55
"5","1000*17.55","*","1000","17.55","whole","decimal","rational","decimal",1000,17.55
"5","1*29","*","1","29","whole","whole","whole","MD_whole",1,29
"5","0.1*29","*","0.1","29","decimal","whole","rational","decimal",0.1,29
"5","0.01*29","*","0.01","29","decimal","whole","rational","decimal",0.01,29
"5","3.14*8","*","3.14","8","decimal","whole","rational","decimal",3.14,8
"5","17*0.67","*","17","0.67","whole","decimal","rational","decimal",17,0.67
"5","29*7.3","*","29","7.3","whole","decimal","rational","decimal",29,7.3
"5","0.1*0.7","*","0.1","0.7","decimal","decimal","rational","decimal",0.1,0.7
"5","0.4*1.6","*","0.4","1.6","decimal","decimal","rational","decimal",0.4,1.6
"5","0.3*0.4","*","0.3","0.4","decimal","decimal","rational","decimal",0.3,0.4
"5","0.9*0.6","*","0.9","0.6","decimal","decimal","rational","decimal",0.9,0.6
"5","0.5*1.2","*","0.5","1.2","decimal","decimal","rational","decimal",0.5,1.2
"5","0.3*0.5","*","0.3","0.5","decimal","decimal","rational","decimal",0.3,0.5
"5","0.2*0.6","*","0.2","0.6","decimal","decimal","rational","decimal",0.2,0.6
"5","0.2*0.8","*","0.2","0.8","decimal","decimal","rational","decimal",0.2,0.8
"5","0.5*1.7","*","0.5","1.7","decimal","decimal","rational","decimal",0.5,1.7
"5","0.6*0.7","*","0.6","0.7","decimal","decimal","rational","decimal",0.6,0.7
"5","0.8*0.5","*","0.8","0.5","decimal","decimal","rational","decimal",0.8,0.5
"5","0.4*1.9","*","0.4","1.9","decimal","decimal","rational","decimal",0.4,1.9
"5","7.9*3.4","*","7.9","3.4","decimal","decimal","rational","decimal",7.9,3.4
"5","9.2*5.6","*","9.2","5.6","decimal","decimal","rational","decimal",9.2,5.6
"5","3.45*9.7","*","3.45","9.7","decimal","decimal","rational","decimal",3.45,9.7
"5","45.3*0.8","*","45.3","0.8","decimal","decimal","rational","decimal",45.3,0.8
"5","6.98*2.5","*","6.98","2.5","decimal","decimal","rational","decimal",6.98,2.5
"5","7.02*3.4","*","7.02","3.4","decimal","decimal","rational","decimal",7.02,3.4
"5","3.4*5.2","*","3.4","5.2","decimal","decimal","rational","decimal",3.4,5.2
"5","0.9*2.46","*","0.9","2.46","decimal","decimal","rational","decimal",0.9,2.46
"5","9.1*5.7","*","9.1","5.7","decimal","decimal","rational","decimal",9.1,5.7
"5","4.8*6.01","*","4.8","6.01","decimal","decimal","rational","decimal",4.8,6.01
"5","7.6*18.7","*","7.6","18.7","decimal","decimal","rational","decimal",7.6,18.7
"5","1.5*9.34","*","1.5","9.34","decimal","decimal","rational","decimal",1.5,9.34
"5","0.77*14.9","*","0.77","14.9","decimal","decimal","rational","decimal",0.77,14.9
"5","3.3*58.14","*","3.3","58.14","decimal","decimal","rational","decimal",3.3,58.14
"5","7.3*9.6","*","7.3","9.6","decimal","decimal","rational","decimal",7.3,9.6
"5","46.3*0.8","*","46.3","0.8","decimal","decimal","rational","decimal",46.3,0.8
"5","29.5*1.3","*","29.5","1.3","decimal","decimal","rational","decimal",29.5,1.3
"5","3.76*4.8","*","3.76","4.8","decimal","decimal","rational","decimal",3.76,4.8
"5","9.07*6.5","*","9.07","6.5","decimal","decimal","rational","decimal",9.07,6.5
"5","0.42*75.3","*","0.42","75.3","decimal","decimal","rational","decimal",0.42,75.3
"5","5.6*61.84","*","5.6","61.84","decimal","decimal","rational","decimal",5.6,61.84
"5","7.5*18.74","*","7.5","18.74","decimal","decimal","rational","decimal",7.5,18.74
"5","0.9*53.8","*","0.9","53.8","decimal","decimal","rational","decimal",0.9,53.8
"5","1000*37.2","*","1000","37.2","whole","decimal","rational","decimal",1000,37.2
"5","0.2*0.05","*","0.2","0.05","decimal","decimal","rational","decimal",0.2,0.05
"5","0.05*0.8","*","0.05","0.8","decimal","decimal","rational","decimal",0.05,0.8
"5","0.09*0.7","*","0.09","0.7","decimal","decimal","rational","decimal",0.09,0.7
"5","0.2*0.1","*","0.2","0.1","decimal","decimal","rational","decimal",0.2,0.1
"5","0.3*0.3","*","0.3","0.3","decimal","decimal","rational","decimal",0.3,0.3
"5","0.05*0.3","*","0.05","0.3","decimal","decimal","rational","decimal",0.05,0.3
"5","0.02*0.4","*","0.02","0.4","decimal","decimal","rational","decimal",0.02,0.4
"5","0.40*0.1","*","0.40","0.1","decimal","decimal","rational","decimal",0.4,0.1
"5","0.3*0.1","*","0.3","0.1","decimal","decimal","rational","decimal",0.3,0.1
"5","0.05*0.8","*","0.05","0.8","decimal","decimal","rational","decimal",0.05,0.8
"5","0.08*0.3","*","0.08","0.3","decimal","decimal","rational","decimal",0.08,0.3
"5","0.06*0.7","*","0.06","0.7","decimal","decimal","rational","decimal",0.06,0.7
"5","0.2*0.4","*","0.2","0.4","decimal","decimal","rational","decimal",0.2,0.4
"5","0.05*0.4","*","0.05","0.4","decimal","decimal","rational","decimal",0.05,0.4
"5","0.08*0.8","*","0.08","0.8","decimal","decimal","rational","decimal",0.08,0.8
"5","0.90*0.1","*","0.90","0.1","decimal","decimal","rational","decimal",0.9,0.1
"5","0.02*0.3","*","0.02","0.3","decimal","decimal","rational","decimal",0.02,0.3
"5","0.09*0.5","*","0.09","0.5","decimal","decimal","rational","decimal",0.09,0.5
"5","0.05*0.2","*","0.05","0.2","decimal","decimal","rational","decimal",0.05,0.2
"5","0.5*0.3","*","0.5","0.3","decimal","decimal","rational","decimal",0.5,0.3
"5","0.3*3.7","*","0.3","3.7","decimal","decimal","rational","decimal",0.3,3.7
"5","3/6+1/6","+","3/6","1/6","fraction","fraction","rational","fraction",0.5,0.166666666666667
"5","4/10+1/10","+","4/10","1/10","fraction","fraction","rational","fraction",0.4,0.1
"5","7/8-3/8","-","7/8","3/8","fraction","fraction","rational","fraction",0.875,0.375
"5","9/12-2/12","-","9/12","2/12","fraction","fraction","rational","fraction",0.75,0.166666666666667
"5","2/5+3/10","+","2/5","3/10","fraction","fraction","rational","fraction",0.4,0.3
"5","1/4+1/12","+","1/4","1/12","fraction","fraction","rational","fraction",0.25,0.0833333333333333
"5","1/2+3/10","+","1/2","3/10","fraction","fraction","rational","fraction",0.5,0.3
"5","2/3+1/6","+","2/3","1/6","fraction","fraction","rational","fraction",0.666666666666667,0.166666666666667
"5","5/8+1/4","+","5/8","1/4","fraction","fraction","rational","fraction",0.625,0.25
"5","1/2+1/5","+","1/2","1/5","fraction","fraction","rational","fraction",0.5,0.2
"5","1/3+1/4","+","1/3","1/4","fraction","fraction","rational","fraction",0.333333333333333,0.25
"5","3/5+1/2","+","3/5","1/2","fraction","fraction","rational","fraction",0.6,0.5
"5","3/8+1/2","+","3/8","1/2","fraction","fraction","rational","fraction",0.375,0.5
"5","1/4+5/8","+","1/4","5/8","fraction","fraction","rational","fraction",0.25,0.625
"5","2/3+3/4","+","2/3","3/4","fraction","fraction","rational","fraction",0.666666666666667,0.75
"5","1/2+2/5","+","1/2","2/5","fraction","fraction","rational","fraction",0.5,0.4
"5","2/3+1/2","+","2/3","1/2","fraction","fraction","rational","fraction",0.666666666666667,0.5
"5","7/8+1/2","+","7/8","1/2","fraction","fraction","rational","fraction",0.875,0.5
"5","7/10-2/5","-","7/10","2/5","fraction","fraction","rational","fraction",0.7,0.4
"5","2/3-1/4","-","2/3","1/4","fraction","fraction","rational","fraction",0.666666666666667,0.25
"5","3/5-3/10","-","3/5","3/10","fraction","fraction","rational","fraction",0.6,0.3
"5","5/12-1/3","-","5/12","1/3","fraction","fraction","rational","fraction",0.416666666666667,0.333333333333333
"5","3/5-1/2","-","3/5","1/2","fraction","fraction","rational","fraction",0.6,0.5
"5","3/4-3/8","-","3/4","3/8","fraction","fraction","rational","fraction",0.75,0.375
"5","7/8-1/2","-","7/8","1/2","fraction","fraction","rational","fraction",0.875,0.5
"5","1/2-1/5","-","1/2","1/5","fraction","fraction","rational","fraction",0.5,0.2
"5","2/3-1/4","-","2/3","1/4","fraction","fraction","rational","fraction",0.666666666666667,0.25
"5","4/5-1/2","-","4/5","1/2","fraction","fraction","rational","fraction",0.8,0.5
"5","3/4-1/3","-","3/4","1/3","fraction","fraction","rational","fraction",0.75,0.333333333333333
"5","5/8-1/2","-","5/8","1/2","fraction","fraction","rational","fraction",0.625,0.5
"5","7/10-1/2","-","7/10","1/2","fraction","fraction","rational","fraction",0.7,0.5
"5","9/10-2/5","-","9/10","2/5","fraction","fraction","rational","fraction",0.9,0.4
"5","5/12+1/3","+","5/12","1/3","fraction","fraction","rational","fraction",0.416666666666667,0.333333333333333
"5","2/5+3/7","+","2/5","3/7","fraction","fraction","rational","fraction",0.4,0.428571428571429
"5","1/6+3/4","+","1/6","3/4","fraction","fraction","rational","fraction",0.166666666666667,0.75
"5","3/4-1/8","-","3/4","1/8","fraction","fraction","rational","fraction",0.75,0.125
"5","1/4-1/7","-","1/4","1/7","fraction","fraction","rational","fraction",0.25,0.142857142857143
"5","9/10-1/4","-","9/10","1/4","fraction","fraction","rational","fraction",0.9,0.25
"5","1/3+4/18","+","1/3","4/18","fraction","fraction","rational","fraction",0.333333333333333,0.222222222222222
"5","3/5+1/3","+","3/5","1/3","fraction","fraction","rational","fraction",0.6,0.333333333333333
"5","3/10+1/6","+","3/10","1/6","fraction","fraction","rational","fraction",0.3,0.166666666666667
"5","1/2+4/9","+","1/2","4/9","fraction","fraction","rational","fraction",0.5,0.444444444444444
"5","1/2-3/8","-","1/2","3/8","fraction","fraction","rational","fraction",0.5,0.375
"5","5/7-2/3","-","5/7","2/3","fraction","fraction","rational","fraction",0.714285714285714,0.666666666666667
"5","4/9-1/6","-","4/9","1/6","fraction","fraction","rational","fraction",0.444444444444444,0.166666666666667
"5","11/12-7/15","-","11/12","7/15","fraction","fraction","rational","fraction",0.916666666666667,0.466666666666667
"5","7/10-1/2","-","7/10","1/2","fraction","fraction","rational","fraction",0.7,0.5
"5","1/6+1/2","+","1/6","1/2","fraction","fraction","rational","fraction",0.166666666666667,0.5
"5","5/8+2/5","+","5/8","2/5","fraction","fraction","rational","fraction",0.625,0.4
"5","9/10-1/3","-","9/10","1/3","fraction","fraction","rational","fraction",0.9,0.333333333333333
"5","3/4-2/5","-","3/4","2/5","fraction","fraction","rational","fraction",0.75,0.4
"5","5/7-1/4","-","5/7","1/4","fraction","fraction","rational","fraction",0.714285714285714,0.25
"5","7/8+1/3","+","7/8","1/3","fraction","fraction","rational","fraction",0.875,0.333333333333333
"5","5/6+2/5","+","5/6","2/5","fraction","fraction","rational","fraction",0.833333333333333,0.4
"5","11/18-1/6","-","11/18","1/6","fraction","fraction","rational","fraction",0.611111111111111,0.166666666666667
"5","2/7+2/5","+","2/7","2/5","fraction","fraction","rational","fraction",0.285714285714286,0.4
"5","3/4-3/10","-","3/4","3/10","fraction","fraction","rational","fraction",0.75,0.3
"5","7 2/5+4 3/4","+","7 2/5","4 3/4","mixed","mixed","rational","fraction",7.4,4.75
"5","2 3/4+3 3/10","+","2 3/4","3 3/10","mixed","mixed","rational","fraction",2.75,3.3
"5","5 3/4+1 1/3","+","5 3/4","1 1/3","mixed","mixed","rational","fraction",5.75,1.33333333333333
"5","3 4/5+2 3/10","+","3 4/5","2 3/10","mixed","mixed","rational","fraction",3.8,2.3
"5","9 5/6-2 1/3","-","9 5/6","2 1/3","mixed","mixed","rational","fraction",9.83333333333333,2.33333333333333
"5","10 5/9-9 1/6","-","10 5/9","9 1/6","mixed","mixed","rational","fraction",10.5555555555556,9.16666666666667
"5","7 2/3-3 1/6","-","7 2/3","3 1/6","mixed","mixed","rational","fraction",7.66666666666667,3.16666666666667
"5","1 3/10+2 2/5","+","1 3/10","2 2/5","mixed","mixed","rational","fraction",1.3,2.4
"5","8 1/6+7 3/8","+","8 1/6","7 3/8","mixed","mixed","rational","fraction",8.16666666666667,7.375
"5","2 1/2+2 1/3","+","2 1/2","2 1/3","mixed","mixed","rational","fraction",2.5,2.33333333333333
"5","12 3/4-6 1/6","-","12 3/4","6 1/6","mixed","mixed","rational","fraction",12.75,6.16666666666667
"5","2 5/8-1 1/4","-","2 5/8","1 1/4","mixed","mixed","rational","fraction",2.625,1.25
"5","14 7/12-5 1/4","-","14 7/12","5 1/4","mixed","mixed","rational","fraction",14.5833333333333,5.25
"5","1 5/12+4 1/6","+","1 5/12","4 1/6","mixed","mixed","rational","fraction",1.41666666666667,4.16666666666667
"5","8 1/2+6 3/5","+","8 1/2","6 3/5","mixed","mixed","rational","fraction",8.5,6.6
"5","2 1/6+4 5/9","+","2 1/6","4 5/9","mixed","mixed","rational","fraction",2.16666666666667,4.55555555555556
"5","3 5/8+5/12","+","3 5/8","5/12","mixed","fraction","rational","fraction",3.625,0.416666666666667
"5","3 2/3-1 1/6","-","3 2/3","1 1/6","mixed","mixed","rational","fraction",3.66666666666667,1.16666666666667
"5","5 6/7-1 2/3","-","5 6/7","1 2/3","mixed","mixed","rational","fraction",5.85714285714286,1.66666666666667
"5","2 7/8-1/2","-","2 7/8","1/2","mixed","fraction","rational","fraction",2.875,0.5
"5","4 7/12-1 2/9","-","4 7/12","1 2/9","mixed","mixed","rational","fraction",4.58333333333333,1.22222222222222
"5","2 1/3+1 3/4","+","2 1/3","1 3/4","mixed","mixed","rational","fraction",2.33333333333333,1.75
"5","4 1/8+2 1/3","+","4 1/8","2 1/3","mixed","mixed","rational","fraction",4.125,2.33333333333333
"5","5 1/3+6 1/6","+","5 1/3","6 1/6","mixed","mixed","rational","fraction",5.33333333333333,6.16666666666667
"5","2 1/4+1 2/5","+","2 1/4","1 2/5","mixed","mixed","rational","fraction",2.25,1.4
"5","5 17/18-2 2/3","-","5 17/18","2 2/3","mixed","mixed","rational","fraction",5.94444444444444,2.66666666666667
"5","6 3/4-1 5/8","-","6 3/4","1 5/8","mixed","mixed","rational","fraction",6.75,1.625
"5","5 3/7-2 1/5","-","5 3/7","2 1/5","mixed","mixed","rational","fraction",5.42857142857143,2.2
"5","4 1/2-3 4/5","-","4 1/2","3 4/5","mixed","mixed","rational","fraction",4.5,3.8
"5","9 1/6-2 3/4","-","9 1/6","2 3/4","mixed","mixed","rational","fraction",9.16666666666667,2.75
"5","3 2/3-1 11/12","-","3 2/3","1 11/12","mixed","mixed","rational","fraction",3.66666666666667,1.91666666666667
"5","4 1/4-2 1/3","-","4 1/4","2 1/3","mixed","mixed","rational","fraction",4.25,2.33333333333333
"5","5 2/5-1 1/2","-","5 2/5","1 1/2","mixed","mixed","rational","fraction",5.4,1.5
"5","11 1/9-3 2/3","-","11 1/9","3 2/3","mixed","mixed","rational","fraction",11.1111111111111,3.66666666666667
"5","6-3 1/2","-","6","3 1/2","whole","mixed","rational","fraction",6,3.5
"5","4 3/8-3 1/2","-","4 3/8","3 1/2","mixed","mixed","rational","fraction",4.375,3.5
"5","9 1/6-3 5/8","-","9 1/6","3 5/8","mixed","mixed","rational","fraction",9.16666666666667,3.625
"5","1 1/5-1/2","-","1 1/5","1/2","mixed","fraction","rational","fraction",1.2,0.5
"5","13 1/6-3 4/5","-","13 1/6","3 4/5","mixed","mixed","rational","fraction",13.1666666666667,3.8
"5","12 2/5-5 3/4","-","12 2/5","5 3/4","mixed","mixed","rational","fraction",12.4,5.75
